Club Name,Course Name,City,State,Order,Full Name,Course ID
PGA West,PGA West - Weiskopf Course,La Quinta,CA,1482,"PGA West - Weiskopf Course, La Quinta, CA",2462
Pheasant Run GC,Pheasant Run GC,Chowchilla,CA,1483,"Pheasant Run GC, Chowchilla, CA",2730
Phoenix Lake GC,Phoenix Lake GC,Sonora,CA,1484,"Phoenix Lake GC, Sonora, CA",2748
Pico Rivera Municipal Golf Course,Pico Rivera Municipal Golf Course,Pico Rivera,CA,1485,"Pico Rivera Municipal Golf Course, Pico Rivera, CA",3587
Pine Mountain Golf Club,Pine Mountain Golf Club,Pine Mountain Club,CA,1486,"Pine Mountain Golf Club, Pine Mountain Club, CA",24294
Pine Mountain Lake CC,Pine Mountain Lake CC,Groveland,CA,1487,"Pine Mountain Lake CC, Groveland, CA",7826
Pinnacle Hills GC,Pinnacle Hills GC,Tres Pinos,CA,1488,"Pinnacle Hills GC, Tres Pinos, CA",2673
Pleasanton GC,Pleasanton GC,Pleasanton,CA,1489,"Pleasanton GC, Pleasanton, CA",14244
Plumas Lake GCC,Plumas Lake GCC,Olivehurst,CA,1490,"Plumas Lake GCC, Olivehurst, CA",17950
Plumas Pines GR,Plumas Pines GR,Blairsden,CA,1491,"Plumas Pines GR, Blairsden, CA",17932
Ponderosa GC,Ponderosa GC,Truckee,CA,1492,"Ponderosa GC, Truckee, CA",14227
Poplar Creek GC,Poplar Creek GC,San Mateo,CA,1493,"Poplar Creek GC, San Mateo, CA",2752
Poppy Hills GC,Poppy Hills GC,Pebble Beach,CA,1494,"Poppy Hills GC, Pebble Beach, CA",7771
Poppy Ridge GC,Poppy Ridge GC - Poppy Ridge - Chardonnay/Zinfandel,Livermore,CA,1495,"Poppy Ridge GC - Poppy Ridge - Chardonnay/Zinfandel, Livermore, CA",24219
Poppy Ridge GC,Poppy Ridge GC - Poppy Ridge - Merlot/Chardonnay,Livermore,CA,1496,"Poppy Ridge GC - Poppy Ridge - Merlot/Chardonnay, Livermore, CA",24217
Poppy Ridge GC,Poppy Ridge GC - Poppy Ridge - Zinfandel/Merlot,Livermore,CA,1497,"Poppy Ridge GC - Poppy Ridge - Zinfandel/Merlot, Livermore, CA",24218
Porcupine Creek,Porcupine Creek,Rancho Mirage,CA,1498,"Porcupine Creek, Rancho Mirage, CA",2584
Porter Valley Country Club,Porter Valley Country Club,Northridge,CA,1499,"Porter Valley Country Club, Northridge, CA",2466
Porterville GC,Porterville GC,Porterville,CA,1500,"Porterville GC, Porterville, CA",2697
Portola Country Club,Portola Country Club,Palm Desert,CA,1501,"Portola Country Club, Palm Desert, CA",26383
Preserve GC (The),Preserve GC (The),Carmel,CA,1502,"Preserve GC (The), Carmel, CA",17951
Presidio GC,Presidio GC,San Francisco,CA,1503,"Presidio GC, San Francisco, CA",2659
Presidio Hills Golf Course,Presidio Hills Golf Course,San Diego,CA,1504,"Presidio Hills Golf Course, San Diego, CA",14669
Primm Valley Golf Club,Primm Valley Golf Club - Desert,Primm Valley,CA,1505,"Primm Valley Golf Club - Desert, Primm Valley, CA",2583
Primm Valley Golf Club,Primm Valley Golf Club - Lakes,Primm Valley,CA,1506,"Primm Valley Golf Club - Lakes, Primm Valley, CA",2582
Pro Kids Oceanside,Pro Kids Oceanside,Oceanside,CA,1507,"Pro Kids Oceanside, Oceanside, CA",21001
Pruneridge GC,Pruneridge GC,Santa Clara,CA,1508,"Pruneridge GC, Santa Clara, CA",14260
Quail Lodge GC,Quail Lodge GC,Carmel,CA,1509,"Quail Lodge GC, Carmel, CA",17952
Rams Hill Golf Club,Rams Hill Golf Club,Borrego Springs,CA,1510,"Rams Hill Golf Club, Borrego Springs, CA",3933
Ranch Course at The Alisal,Ranch Course at The Alisal,Solvang,CA,1511,"Ranch Course at The Alisal, Solvang, CA",2613
Ranch GC (The),Ranch GC (The),San Jose,CA,1512,"Ranch GC (The), San Jose, CA",14283
Rancho Bernardo Inn,Rancho Bernardo Inn,San Diego,CA,1513,"Rancho Bernardo Inn, San Diego, CA",3960
Rancho Canada GC,Rancho Canada GC - East,Carmel Valley,CA,1514,"Rancho Canada GC - East, Carmel Valley, CA",2688
Rancho Carlsbad Golf Club,Rancho Carlsbad Golf Club,Carlsbad,CA,1515,"Rancho Carlsbad Golf Club, Carlsbad, CA",14730
Rancho Casa Blanca,Rancho Casa Blanca,Indio,CA,1516,"Rancho Casa Blanca, Indio, CA",5660
Rancho Del Pueblo,Rancho Del Pueblo,San Jose,CA,1517,"Rancho Del Pueblo, San Jose, CA",24050
Rancho Del Rey GC,Rancho Del Rey GC,Atwater,CA,1518,"Rancho Del Rey GC, Atwater, CA",2739
Rancho del Sol Golf Club,Rancho del Sol Golf Club,Moreno Valley,CA,1519,"Rancho del Sol Golf Club, Moreno Valley, CA",5637
Rancho Duarte Golf Course,Rancho Duarte Golf Course,Duarte,CA,1520,"Rancho Duarte Golf Course, Duarte, CA",3642
Rancho La Quinta Country Club,Rancho La Quinta Country Club - Jones,La Quinta,CA,1521,"Rancho La Quinta Country Club - Jones, La Quinta, CA",2468
Rancho La Quinta Country Club,Rancho La Quinta Country Club - Pate,La Quinta,CA,1522,"Rancho La Quinta Country Club - Pate, La Quinta, CA",2469
Rancho Las Palmas Country Club,Rancho Las Palmas Country Club - North/South,Rancho Mirage,CA,1523,"Rancho Las Palmas Country Club - North/South, Rancho Mirage, CA",2473
Rancho Las Palmas Country Club,Rancho Las Palmas Country Club - Rain Course,Rancho Mirage,CA,1524,"Rancho Las Palmas Country Club - Rain Course, Rancho Mirage, CA",23663
Rancho Las Palmas Country Club,Rancho Las Palmas Country Club - South/West,Rancho Mirage,CA,1525,"Rancho Las Palmas Country Club - South/West, Rancho Mirage, CA",2472
Rancho Las Palmas Country Club,Rancho Las Palmas Country Club - West/North,Rancho Mirage,CA,1526,"Rancho Las Palmas Country Club - West/North, Rancho Mirage, CA",2474
Rancho Maria Golf Club,Rancho Maria Golf Club,Santa Maria,CA,1527,"Rancho Maria Golf Club, Santa Maria, CA",3657
Rancho Mirage Country Club (CLOSED),Rancho Mirage Country Club (CLOSED),Rancho Mirage,CA,1528,"Rancho Mirage Country Club (CLOSED), Rancho Mirage, CA",2471
Rancho Murieta CC,Rancho Murieta CC - North,Rancho Murieta,CA,1529,"Rancho Murieta CC - North, Rancho Murieta, CA",7770
Rancho Murieta CC,Rancho Murieta CC - South,Rancho Murieta,CA,1530,"Rancho Murieta CC - South, Rancho Murieta, CA",7769
Rancho Park Golf Club,Rancho Park Golf Club,Los Angeles,CA,1531,"Rancho Park Golf Club, Los Angeles, CA",3654
Rancho Resort Golf Club,Rancho Resort Golf Club,Aguanga,CA,1532,"Rancho Resort Golf Club, Aguanga, CA",2555
Rancho San Joaquin Golf Course,Rancho San Joaquin Golf Course,Irvine,CA,1533,"Rancho San Joaquin Golf Course, Irvine, CA",3586
Rancho San Marcos Golf Course,Rancho San Marcos Golf Course,Santa Barbara,CA,1534,"Rancho San Marcos Golf Course, Santa Barbara, CA",2554
Rancho Santa Fe Golf Club,Rancho Santa Fe Golf Club,Rancho Santa Fe,CA,1535,"Rancho Santa Fe Golf Club, Rancho Santa Fe, CA",2459
Rancho Sierra Golf Course,Rancho Sierra Golf Course,Lancaster,CA,1536,"Rancho Sierra Golf Course, Lancaster, CA",3635
Rancho Solano GC,Rancho Solano GC,Fairfield,CA,1537,"Rancho Solano GC, Fairfield, CA",2728
Rancho Vista Golf Club,Rancho Vista Golf Club,Palmdale,CA,1538,"Rancho Vista Golf Club, Palmdale, CA",3655
Recreation Park,Recreation Park,Long Beach,CA,1539,"Recreation Park, Long Beach, CA",2171
Recreation Park,Recreation Park - South,Long Beach,CA,1540,"Recreation Park - South, Long Beach, CA",14465
Red Hill Country Club,Red Hill Country Club,Rancho Cucamonga,CA,1541,"Red Hill Country Club, Rancho Cucamonga, CA",2475
Redhawk Golf Club,Redhawk Golf Club,Temecula,CA,1542,"Redhawk Golf Club, Temecula, CA",2563
Redlands Country Club,Redlands Country Club,Redlands,CA,1543,"Redlands Country Club, Redlands, CA",2458
Redwood Canyon GC,Redwood Canyon GC,Castro Valley,CA,1544,"Redwood Canyon GC, Castro Valley, CA",2686
Redwood Empire GCC,Redwood Empire GCC,Fortuna,CA,1545,"Redwood Empire GCC, Fortuna, CA",2806
Reserve at Spanos Park GC,Reserve at Spanos Park GC,Stockton,CA,1546,"Reserve at Spanos Park GC, Stockton, CA",14263
Richmond CC,Richmond CC,Richmond,CA,1547,"Richmond CC, Richmond, CA",7840
Ridge (The),Ridge (The),Auburn,CA,1548,"Ridge (The), Auburn, CA",14284
Ridge Creek,Ridge Creek,Dinuba,CA,1549,"Ridge Creek, Dinuba, CA",2691
Ridgemark GCC,Ridgemark GCC - Ridgemark,Hollister,CA,1550,"Ridgemark GCC - Ridgemark, Hollister, CA",23740
Rio Bend Golf Course,Rio Bend Golf Course,El Centro,CA,1551,"Rio Bend Golf Course, El Centro, CA",24019
Rio Bravo Country Club,Rio Bravo Country Club,Bakersfield,CA,1552,"Rio Bravo Country Club, Bakersfield, CA",2476
Rio Hondo Golf Club,Rio Hondo Golf Club,Downey,CA,1553,"Rio Hondo Golf Club, Downey, CA",3616
Rio Vista The Golf Club at,Rio Vista The Golf Club at,Rio Vista,CA,1554,"Rio Vista The Golf Club at, Rio Vista, CA",17972
River Course at The Alisal,River Course at The Alisal,Solvang,CA,1555,"River Course at The Alisal, Solvang, CA",3633
River Creek GC,River Creek GC,Ahwahnee,CA,1556,"River Creek GC, Ahwahnee, CA",2682
River Island CC,River Island CC,Porterville,CA,1557,"River Island CC, Porterville, CA",7761
River Oaks GC (Ceres),River Oaks GC (Ceres),Ceres,CA,1558,"River Oaks GC (Ceres), Ceres, CA",14303
River Oaks GC (Nicolaus),River Oaks GC (Nicolaus),Nicolaus,CA,1559,"River Oaks GC (Nicolaus), Nicolaus, CA",17953
River Ridge Golf Club,River Ridge Golf Club - Victoria Lakes,Oxnard,CA,1560,"River Ridge Golf Club - Victoria Lakes, Oxnard, CA",3599
River Ridge Golf Club,River Ridge Golf Club - Vineyard,Oxnard,CA,1561,"River Ridge Golf Club - Vineyard, Oxnard, CA",3608
River Tasalmi GC,River Tasalmi GC,Redding,CA,1562,"River Tasalmi GC, Redding, CA",2694
River View Golf Club,River View Golf Club,Santa Ana,CA,1563,"River View Golf Club, Santa Ana, CA",3592
River View Golf Club,River View Golf Club - Rain Course,Santa Ana,CA,1564,"River View Golf Club - Rain Course, Santa Ana, CA",5197
Rivers Edge Golf Course,Rivers Edge Golf Course,Needles,CA,1565,"Rivers Edge Golf Course, Needles, CA",3289
Riverside GC,Riverside GC,Fresno,CA,1566,"Riverside GC, Fresno, CA",17937
Riverview GCC,Riverview GCC,Redding,CA,1567,"Riverview GCC, Redding, CA",14270
Riverwalk Golf Club,Riverwalk Golf Club - Mission (9 Holes),San Diego,CA,1568,"Riverwalk Golf Club - Mission (9 Holes), San Diego, CA",28609
Riverwalk Golf Club,Riverwalk Golf Club - Mission/Sunset,San Diego,CA,1569,"Riverwalk Golf Club - Mission/Sunset, San Diego, CA",3911
Riverwalk Golf Club,Riverwalk Golf Club - Presidio (9 Holes),San Diego,CA,1570,"Riverwalk Golf Club - Presidio (9 Holes), San Diego, CA",28610
Riverwalk Golf Club,Riverwalk Golf Club - Presidio/Sunset,San Diego,CA,1571,"Riverwalk Golf Club - Presidio/Sunset, San Diego, CA",3912
Riverwalk Golf Club,Riverwalk Golf Club - Riverwalk 18,San Diego,CA,1572,"Riverwalk Golf Club - Riverwalk 18, San Diego, CA",3910
Riverwalk Golf Club,Riverwalk Golf Club - Sunset (9 Holes),San Diego,CA,1573,"Riverwalk Golf Club - Sunset (9 Holes), San Diego, CA",28611
Riviera Country Club,Riviera Country Club,Pacific Palisades,CA,1574,"Riviera Country Club, Pacific Palisades, CA",2391
RIVIERA HILLS GOLF & RECREATION CLUB,RIVIERA HILLS GOLF & RECREATION CLUB,KELSEYVILLE,CA,1575,"RIVIERA HILLS GOLF & RECREATION CLUB, KELSEYVILLE, CA",2745
Roadrunner Dunes Golf Club,Roadrunner Dunes Golf Club,Twenty Nine Palms,CA,1576,"Roadrunner Dunes Golf Club, Twenty Nine Palms, CA",2413
Rolling Greens GC of Granite Bay,Rolling Greens GC of Granite Bay,Roseville,CA,1577,"Rolling Greens GC of Granite Bay, Roseville, CA",14250
Rolling Hills (The Links at),Rolling Hills (The Links at),Corning,CA,1578,"Rolling Hills (The Links at), Corning, CA",17923
Rolling Hills Country Club,Rolling Hills Country Club,Rolling Hills Estates,CA,1579,"Rolling Hills Country Club, Rolling Hills Estates, CA",2623
Roosevelt Golf Course,Roosevelt Golf Course,Los Angeles,CA,1580,"Roosevelt Golf Course, Los Angeles, CA",2174
Rooster Run GC,Rooster Run GC,Petaluma,CA,1581,"Rooster Run GC, Petaluma, CA",2720
Rossmoor GC,Rossmoor GC - Creekside,Walnut Creek,CA,1582,"Rossmoor GC - Creekside, Walnut Creek, CA",7763
Rossmoor GC,Rossmoor GC - Dollar Ranch,Walnut Creek,CA,1583,"Rossmoor GC - Dollar Ranch, Walnut Creek, CA",7764
Round Hill CC,Round Hill CC,Alamo,CA,1584,"Round Hill CC, Alamo, CA",7815
Royal Vista Golf Club,Royal Vista Golf Club - EAST (9 Holes),Walnut,CA,1585,"Royal Vista Golf Club - EAST (9 Holes), Walnut, CA",28631
Royal Vista Golf Club,Royal Vista Golf Club - East/North,Walnut,CA,1586,"Royal Vista Golf Club - East/North, Walnut, CA",24087
Royal Vista Golf Club,Royal Vista Golf Club - NORTH (9 Holes),Walnut,CA,1587,"Royal Vista Golf Club - NORTH (9 Holes), Walnut, CA",28632
Royal Vista Golf Club,Royal Vista Golf Club - North/South,Walnut,CA,1588,"Royal Vista Golf Club - North/South, Walnut, CA",24088
Royal Vista Golf Club,Royal Vista Golf Club - SOUTH (9 Holes),Walnut,CA,1589,"Royal Vista Golf Club - SOUTH (9 Holes), Walnut, CA",28633
Royal Vista Golf Club,Royal Vista Golf Club - South/East,Walnut,CA,1590,"Royal Vista Golf Club - South/East, Walnut, CA",24089
Ruby Hill GC,Ruby Hill GC,Pleasanton,CA,1591,"Ruby Hill GC, Pleasanton, CA",7842
Rustic Canyon Golf Course,Rustic Canyon Golf Course,Moorpark,CA,1592,"Rustic Canyon Golf Course, Moorpark, CA",2586
Sacramento Dream Course,Sacramento Dream Course,Sacramento,CA,1593,"Sacramento Dream Course, Sacramento, CA",15206
Salinas Fairways GC,Salinas Fairways GC,Salinas,CA,1594,"Salinas Fairways GC, Salinas, CA",2814
Salt Creek Golf Club (CLOSED),Salt Creek Golf Club (CLOSED),Chula Vista,CA,1595,"Salt Creek Golf Club (CLOSED), Chula Vista, CA",3957
San Bernardino Golf Club - CLOSED,San Bernardino Golf Club - CLOSED,San Bernardino,CA,1596,"San Bernardino Golf Club - CLOSED, San Bernardino, CA",3591
San Clemente Golf Course,San Clemente Golf Course,San Clemente,CA,1597,"San Clemente Golf Course, San Clemente, CA",3638
San Diego Country Club,San Diego Country Club,Chula Vista,CA,1598,"San Diego Country Club, Chula Vista, CA",2443
San Dimas Canyon Golf Course,San Dimas Canyon Golf Course,San Dimas,CA,1599,"San Dimas Canyon Golf Course, San Dimas, CA",3603
San Francisco GC,San Francisco GC,San Franisco,CA,1600,"San Francisco GC, San Franisco, CA",17959
San Gabriel Country Club,San Gabriel Country Club,San Gabriel,CA,1601,"San Gabriel Country Club, San Gabriel, CA",2447
San Geronimo GC,San Geronimo GC,San Geronimo,CA,1602,"San Geronimo GC, San Geronimo, CA",7805
San Joaquin CC,San Joaquin CC,Fresno,CA,1603,"San Joaquin CC, Fresno, CA",7780
San Jose CC,San Jose CC,San Jose,CA,1604,"San Jose CC, San Jose, CA",2781
San Jose Muni,San Jose Muni,San Jose,CA,1605,"San Jose Muni, San Jose, CA",14305
San Juan Hills Golf Club,San Juan Hills Golf Club,San Juan Capistrano,CA,1606,"San Juan Hills Golf Club, San Juan Capistrano, CA",3929
San Juan Oaks GC,San Juan Oaks GC,Hollister,CA,1607,"San Juan Oaks GC, Hollister, CA",2801
San Luis Obispo Country Club,San Luis Obispo Country Club,San Luis Obispo,CA,1608,"San Luis Obispo Country Club, San Luis Obispo, CA",17922
San Ramon GC,San Ramon GC,San Ramon,CA,1609,"San Ramon GC, San Ramon, CA",2693
San Vicente Resort & Golf Club,San Vicente Resort & Golf Club,Ramona,CA,1610,"San Vicente Resort & Golf Club, Ramona, CA",2448
Sand Canyon Country Club,Sand Canyon Country Club - Desert/Mountain,Santa Clarita,CA,1611,"Sand Canyon Country Club - Desert/Mountain, Santa Clarita, CA",26420
Sand Canyon Country Club,Sand Canyon Country Club - Mountain/Valley,Santa Clarita,CA,1612,"Sand Canyon Country Club - Mountain/Valley, Santa Clarita, CA",26613
Sand Canyon Country Club,Sand Canyon Country Club - Valley/Desert,Santa Clarita,CA,1613,"Sand Canyon Country Club - Valley/Desert, Santa Clarita, CA",2652
Sandpiper Golf Course,Sandpiper Golf Course,Goleta,CA,1614,"Sandpiper Golf Course, Goleta, CA",3617
Sands RV Resort Golf Club,Sands RV Resort Golf Club,Desert Hot Springs,CA,1615,"Sands RV Resort Golf Club, Desert Hot Springs, CA",10148
Santa Ana Country Club,Santa Ana Country Club,Santa Ana,CA,1616,"Santa Ana Country Club, Santa Ana, CA",2450
Santa Anita Golf Course,Santa Anita Golf Course,Arcadia,CA,1617,"Santa Anita Golf Course, Arcadia, CA",2162
Santa Barbara Golf Club,Santa Barbara Golf Club,Santa Barbara,CA,1618,"Santa Barbara Golf Club, Santa Barbara, CA",3581
Santa Clara GTC,Santa Clara GTC,Santa Clara,CA,1619,"Santa Clara GTC, Santa Clara, CA",14273
Santa Maria Country Club,Santa Maria Country Club,Santa Maria,CA,1620,"Santa Maria Country Club, Santa Maria, CA",2442
Santa Rosa GCC,Santa Rosa GCC,Santa Rosa,CA,1621,"Santa Rosa GCC, Santa Rosa, CA",17960
Santa Teresa GC,Santa Teresa GC,San Jose,CA,1622,"Santa Teresa GC, San Jose, CA",2708
Saratoga CC,Saratoga CC,Saratoga,CA,1623,"Saratoga CC, Saratoga, CA",10151
Saticoy Regional Golf Course,Saticoy Regional Golf Course,Ventura,CA,1624,"Saticoy Regional Golf Course, Ventura, CA",2168
Schaffer's Mill,Schaffer's Mill,Truckee,CA,1625,"Schaffer's Mill, Truckee, CA",7793
Scholl Canyon Golf Club,Scholl Canyon Golf Club,Glendale,CA,1626,"Scholl Canyon Golf Club, Glendale, CA",5642
Sea 'N Air Golf Course,Sea 'N Air Golf Course,San Diego,CA,1627,"Sea 'N Air Golf Course, San Diego, CA",3936
Sea Pines Golf Resort,Sea Pines Golf Resort,Los Osos,CA,1628,"Sea Pines Golf Resort, Los Osos, CA",3631
Sea Ranch GC,Sea Ranch GC,Sea Ranch,CA,1629,"Sea Ranch GC, Sea Ranch, CA",14271
Seabee Golf Club of Port Hueneme,Seabee Golf Club of Port Hueneme,Port Hueneme,CA,1630,"Seabee Golf Club of Port Hueneme, Port Hueneme, CA",3660
Seacliff Country Club,Seacliff Country Club,Huntington Beach,CA,1631,"Seacliff Country Club, Huntington Beach, CA",2444
Seascape GC,Seascape GC,Aptos,CA,1632,"Seascape GC, Aptos, CA",7753
Sebastopol GC,Sebastopol GC,Sebastopol,CA,1633,"Sebastopol GC, Sebastopol, CA",2740
Sepulveda Golf Complex,Sepulveda Golf Complex - Balboa,Encino,CA,1634,"Sepulveda Golf Complex - Balboa, Encino, CA",14478
Sepulveda Golf Complex,Sepulveda Golf Complex - Encino,Encino,CA,1635,"Sepulveda Golf Complex - Encino, Encino, CA",3286
Sequoia Woods CC,Sequoia Woods CC,Arnold,CA,1636,"Sequoia Woods CC, Arnold, CA",7832
Sequoyah CC,Sequoyah CC,Oakland,CA,1637,"Sequoyah CC, Oakland, CA",7747
Serrano CC,Serrano CC,El Dorado Hills,CA,1638,"Serrano CC, El Dorado Hills, CA",7801
Seven Hills Golf Club,Seven Hills Golf Club,Hemet,CA,1639,"Seven Hills Golf Club, Hemet, CA",2430
Seven Lakes Country Club,Seven Lakes Country Club,Palm Springs,CA,1640,"Seven Lakes Country Club, Palm Springs, CA",5659
Seven Oaks Country Club,Seven Oaks Country Club - Island/Oaks,Bakersfield,CA,1641,"Seven Oaks Country Club - Island/Oaks, Bakersfield, CA",2439
Seven Oaks Country Club,Seven Oaks Country Club - Lakes/Island,Bakersfield,CA,1642,"Seven Oaks Country Club - Lakes/Island, Bakersfield, CA",2438
Seven Oaks Country Club,Seven Oaks Country Club - Oaks/Lakes,Bakersfield,CA,1643,"Seven Oaks Country Club - Oaks/Lakes, Bakersfield, CA",2437
Seven Oaks Country Club,Seven Oaks Country Club - Oaks/West,Bakersfield,CA,1644,"Seven Oaks Country Club - Oaks/West, Bakersfield, CA",28669
Seven Oaks Country Club,Seven Oaks Country Club - Original Course,Bakersfield,CA,1645,"Seven Oaks Country Club - Original Course, Bakersfield, CA",2436
Shadow Hills Golf Club,Shadow Hills Golf Club - North Course,Indio,CA,1646,"Shadow Hills Golf Club - North Course, Indio, CA",9124
Shadow Hills Golf Club,Shadow Hills Golf Club - South Course,Indio,CA,1647,"Shadow Hills Golf Club - South Course, Indio, CA",2440
Shadow Lakes GC,Shadow Lakes GC,Brentwood,CA,1648,"Shadow Lakes GC, Brentwood, CA",7782
Shadow Mountain Golf Club,Shadow Mountain Golf Club,Palm Desert,CA,1649,"Shadow Mountain Golf Club, Palm Desert, CA",2449
Shadowridge Country Club,Shadowridge Country Club,Vista,CA,1650,"Shadowridge Country Club, Vista, CA",2441
Shady Canyon Golf Club,Shady Canyon Golf Club,Irvine,CA,1651,"Shady Canyon Golf Club, Irvine, CA",14477
Shandin Hills Golf Course,Shandin Hills Golf Course,San Bernardino,CA,1652,"Shandin Hills Golf Course, San Bernardino, CA",2179
Sharon Heights GCC,Sharon Heights GCC,Menlo Park,CA,1653,"Sharon Heights GCC, Menlo Park, CA",14301
